20
40
2
3
5
1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 
34 15 16 29 34 24 35 25 17 33 16 23 28 27 29 35 17 20 32 22 
32 18 33 30 30 27 32 19 16 34 27 17 28 26 22 15 25 17 30 27 
21 15 16 21 19 18 28 25 29 23 19 27 30 26 17 16 23 22 27 20 
17 20 17 34 34 20 24 29 21 20 30 31 24 22 32 29 24 26 29 20 
25 34 20 19 17 29 15 26 19 26 19 24 21 25 18 15 19 21 21 15 
15 29 35 23 35 15 30 21 18 23 27 19 26 21 17 19 16 20 17 30 
19 15 21 32 19 16 23 33 21 30 25 23 28 29 25 29 15 27 34 29 
28 29 29 34 20 33 30 22 25 29 16 27 24 30 18 25 26 15 28 33 
17 26 19 17 29 31 21 26 19 27 26 33 18 16 35 23 19 19 21 35 
1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 
24 35 35 32 18 15 21 31 24 16 35 21 23 25 34 20 19 34 23 21 
1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 
35 25 31 21 35 33 32 35 17 23 15 24 24 30 26 33 35 28 27 21 
35 27 27 21 32 30 20 15 29 15 28 16 17 27 33 26 34 32 23 18 
1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 
24 25 23 28 17 21 22 29 16 17 29 15 16 32 35 18 19 35 23 29 
32 35 17 23 25 31 28 21 29 28 19 19 27 35 28 20 19 23 16 21 
24 34 21 25 17 26 18 17 19 18 28 32 23 25 15 19 33 26 33 22 
1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 
15 15 18 19 24 17 27 28 35 19 31 17 31 33 20 21 32 35 18 33 
16 32 15 27 22 17 32 34 15 31 23 28 26 32 20 17 24 22 26 22 
35 23 19 16 31 29 26 32 34 16 31 24 31 34 15 25 34 21 26 16 
21 15 32 15 29 27 19 32 26 33 20 35 25 19 24 31 19 33 21 34 
23 18 16 31 15 23 31 34 32 24 29 35 22 32 24 31 30 31 16 21 
30 19 17 23 18 29 26 28 28 18 32 26 22 18 25 31 31 17 15 23 
24 17 18 16 27 30 33 22 34 35 20 23 17 28 29 25 23 35 23 24 
28 32 28 22 28 20 35 33 22 17 21 22 27 23 20 33 33 15 22 35 
26 17 35 15 33 16 30 19 31 16 34 17 29 15 31 19 17 15 20 35 
1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 
30 26 15 25 23 31 31 23 17 24 20 24 21 19 24 25 26 17 18 16 
0.6 0.0 0.2666666666666667 0.9333333333333333 0 0.4 1.0 0 0.06666666666666665 0.4 0 0.6666666666666667 0.8666666666666667 0 0 0.06666666666666665 0.06666666666666665 0.1333333333333333 0 0.6 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0.7333333333333334 0.4666666666666667 0.8 0 0.9333333333333333 0.6666666666666667 0.0 0 0.5333333333333333 0.9333333333333333 0 0 0.4666666666666667 0.8666666666666667 0 0 1 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0.0 0.8 0.2666666666666667 0 0 0.5333333333333333 0 0 1.0 0.9333333333333333 0 0.19999999999999996 0 0.1333333333333333 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0.06666666666666665 0.33333333333333337 0 0.5333333333333333 0 0.6666666666666667 0.2666666666666667 0 0 0 0.33333333333333337 0.7333333333333334 0 0.4 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0.33333333333333337 0.1333333333333333 1.0 0.6666666666666667 0.8666666666666667 0.6 0.06666666666666665 0.6666666666666667 0.06666666666666665 1 0.0 0 0 0 0 0.6 0.1333333333333333 0.1333333333333333 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0.8 0.7333333333333334 0.33333333333333337 0 0 0 0 0.1333333333333333 0 0.1333333333333333 0 0 0.6666666666666667 0.6 0.5333333333333333 0 0.4666666666666667 0 
0.7333333333333334 0.4666666666666667 0.6 0.4 0 1.0 0.0 0.8 0 0 0.8 0.6 0 0 0.0 0.1333333333333333 0 1.0 0 0.0 
0 0 0.5333333333333333 0.0 0 0 0.7333333333333334 0 0.4666666666666667 0 0 0.0 0.6666666666666667 0.7333333333333334 0 0 0 0.06666666666666665 0 0 
0 1.0 0.1333333333333333 0.7333333333333334 1.0 0.19999999999999996 0.1333333333333333 0 0 0 0 0 0.06666666666666665 0.5333333333333333 0 0 0 0.5333333333333333 0 0.06666666666666665 
0 0.6 0.9333333333333333 0 0 0 0.06666666666666665 0.19999999999999996 0.1333333333333333 0 0 0.6 0.19999999999999996 0.06666666666666665 0.0 0.4666666666666667 1.0 0.8666666666666667 0 0.5333333333333333 
0 0 0 0 0 0 0 1 0.6666666666666667 0 0 0 0.6666666666666667 0.6666666666666667 0 0.4 1.0 0 0 0.06666666666666665 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1.0 0.5333333333333333 0.2666666666666667 0.7333333333333334 0 0 0.19999999999999996 0.6 0 0.6 0 0.6666666666666667 0.2666666666666667 0 0 1 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1.0 0 0 0 0.6 0 1 0 0 0.6666666666666667 0 1.0 0 0 0.06666666666666665 0 0.7333333333333334 0.19999999999999996 1 0.19999999999999996 
0.1333333333333333 0.8666666666666667 0 1 0 0 0.0 1 0 0.7333333333333334 0 0 0.06666666666666665 0 0 0 0 0 0.9333333333333333 0 
0 0.19999999999999996 1 0 1.0 0 0.5333333333333333 0 0 0 0 0.4666666666666667 0.7333333333333334 0.4666666666666667 0.4 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0.8666666666666667 0 0.06666666666666665 0.33333333333333337 0 0 0.2666666666666667 0 0.7333333333333334 0 0 0.33333333333333337 0 0 0 0 0 0.0 0.2666666666666667 0.7333333333333334 
0 0 0.2666666666666667 0.19999999999999996 0.4 0 0.4 0 0 1 0.6666666666666667 1.0 0.6666666666666667 0 0 0.4 0 0.06666666666666665 0 0 
0.1333333333333333 0.1333333333333333 0 0.1333333333333333 0 0.5333333333333333 0.0 0.06666666666666665 0 0 0.1333333333333333 0 0 0 1 0.4 0 0 0 1.0 
0.9333333333333333 0.19999999999999996 0.6 0.5333333333333333 1.0 0 0 0 0 0 0.19999999999999996 1 0 0 0.19999999999999996 0.9333333333333333 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0.7333333333333334 0.4 0 0 0.06666666666666665 0.6666666666666667 0 0 0 0.1333333333333333 0.9333333333333333 1 0 0.7333333333333334 0.0 0 0 0.8666666666666667 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0.7333333333333334 0 0.33333333333333337 1.0 0 0 0.19999999999999996 0 0 0.19999999999999996 0 1.0 0 0.1333333333333333 1.0 0.8666666666666667 0 0 
0 0.6666666666666667 0.6666666666666667 0 0 0 0.6 1 0.19999999999999996 0 0 0.5333333333333333 0.19999999999999996 0 0 0.2666666666666667 0 0.2666666666666667 0.9333333333333333 0 
