"I","L","S","% Full accident coverage","% Partial1 accident coverage","% Partial2 accident coverage","% Partial3 accident coverage","% Null accident coverage","BLS ambulances","ALS ambulances"
500,16,150,3.71566101628847,14.2331554525696,0.323577110756995,81.7276064203849,0,35,20
500,16,200,4.15768926887164,15.534397023893,0.407252731967713,79.9006609752676,0,35,20
900,16,10,4.11146671519012,16.4415081276783,0.435606060606061,79.0114190965255,0,35,20
900,16,50,4.18171523961887,18.3665148678633,0.1754507949752,77.2763190975426,0,35,20
900,16,100,4.36749871848964,18.0290754022958,0.400439576185091,77.2029863030295,0,35,20
900,16,150,5.1951519417605,18.1248226108827,0.399341535780445,76.2806839115763,0,35,20
900,16,200,4.16036052772435,18.1270988056982,0.479570673917633,77.2329699926598,0,35,20
1500,16,10,5.31110464817351,20.6252146080464,0.473856209150327,73.5898245346298,0,35,20
1500,16,50,6.43025826364371,21.4807867826457,0.472869564298136,71.6160853894125,0,35,20
1500,16,100,5.36473417586545,20.3082926892005,0.330095752332838,73.9968773826012,0,35,20
1500,16,150,5.03971886183597,21.1234509710603,0.567829791602469,73.2690003755012,0,35,20
1500,16,200,5.81840298523163,20.2429840332481,0.588935215722159,73.3496777657981,0,35,20
