20
40
2
3
50
5
1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 
43 45 40 30 40 31 18 42 10 10 39 17 26 11 34 32 22 12 24 19 
43 39 26 23 34 13 9 13 25 35 20 12 39 14 29 28 9 22 31 24 
1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 
39 30 30 10 33 40 18 22 11 27 15 38 33 14 30 40 34 17 35 9 
1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 
18 35 33 33 16 13 14 33 17 34 26 12 17 27 45 37 43 43 17 39 
23 21 42 9 36 39 29 14 39 43 19 35 31 32 35 41 30 13 11 19 
1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 
1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 
1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 
29 9 27 36 16 21 38 30 28 32 23 27 14 17 40 39 28 10 36 14 
18 16 23 25 44 16 18 21 34 14 23 38 14 28 41 37 19 20 12 14 
1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 
1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 
42 9 10 35 11 41 21 15 38 39 35 45 38 32 40 40 15 13 34 25 
38 19 19 24 37 18 21 32 26 20 28 27 26 22 21 42 31 23 39 23 
32 17 15 20 27 11 31 32 35 27 31 29 44 32 41 38 33 40 22 30 
1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 
40 22 38 21 30 31 9 19 13 10 33 34 40 39 44 33 37 17 28 11 
36 39 21 43 10 22 9 22 23 30 26 39 13 14 28 38 10 12 33 43 
33 12 35 41 33 30 9 36 23 40 38 38 24 9 45 32 40 19 19 31 
40 31 23 41 10 43 21 39 23 10 26 13 25 10 45 23 15 26 15 23 
23 43 20 42 19 40 30 19 40 31 41 10 18 39 15 42 42 35 41 12 
1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 
1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 
1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 
24 27 32 23 26 33 24 20 31 22 20 30 34 21 15 15 24 22 24 29 
34 17 31 19 29 33 23 34 33 25 23 17 23 30 24 31 22 26 22 16 
22 20 27 23 20 34 23 25 25 30 32 16 31 21 20 33 29 22 33 21 
18 31 15 27 15 18 27 22 15 17 16 32 30 30 29 34 23 26 32 22 
1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 
21 32 34 20 17 27 29 23 32 32 29 19 17 15 28 17 27 17 26 15 
33 21 31 16 15 15 18 18 30 32 19 21 33 18 17 35 34 18 20 31 
24 21 19 28 32 22 25 32 27 28 23 26 21 26 17 17 35 29 28 17 
35 24 31 21 16 19 26 28 17 28 29 22 27 16 32 21 34 31 29 24 
16 22 34 16 20 27 19 30 31 16 19 24 35 27 27 15 18 16 29 33 
27 18 31 29 33 22 21 33 28 31 18 24 23 33 32 35 32 35 16 29 
16 29 16 27 25 18 28 20 32 32 26 29 29 15 17 32 22 16 20 35 
35 33 19 15 27 21 28 25 24 18 30 18 27 35 22 35 34 32 27 29 
34 23 34 15 32 19 15 21 21 34 25 15 17 23 35 19 27 28 27 15 
28 19 20 19 28 29 26 35 31 33 33 21 30 27 20 19 29 15 27 17 
35 31 22 30 15 16 21 15 28 27 20 31 26 16 23 28 23 21 26 24 
1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 
32 28 28 25 21 17 24 17 26 18 16 21 17 15 28 32 30 29 32 24 
24 32 31 32 15 35 16 29 16 29 24 29 22 19 16 31 17 24 26 15 
21 31 34 21 33 31 25 32 32 18 31 21 33 29 31 20 17 15 20 19 
16 30 34 25 32 22 31 26 32 35 33 28 16 30 18 32 24 18 28 19 
31 26 34 30 28 32 22 15 18 17 34 31 24 32 31 32 15 28 27 15 
31 16 17 34 30 15 19 15 18 27 25 30 16 25 24 27 26 35 20 20 
32 28 29 23 17 19 33 28 16 18 19 26 26 22 24 17 24 17 18 33 
30 26 31 21 32 20 28 20 28 21 23 26 23 29 19 22 22 33 18 21 
25 17 31 34 21 32 18 19 24 33 25 20 22 26 22 27 22 29 30 29 
18 19 30 16 15 16 20 33 27 34 33 29 21 32 25 24 33 31 29 34 
1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 
26 26 33 22 20 21 25 31 33 29 35 18 32 21 29 27 28 21 16 30 
1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 
30 35 32 19 33 27 17 15 20 33 33 19 27 16 32 20 32 20 25 19 
1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 
24 26 24 23 33 20 33 26 15 35 15 34 32 16 24 16 29 17 33 35 
22 28 35 32 35 31 31 19 15 22 23 34 34 30 25 15 30 30 25 23 
23 24 34 34 23 31 18 31 17 23 27 15 32 30 34 33 24 34 30 17 
29 34 32 17 29 17 19 16 18 25 25 35 20 24 31 28 33 17 29 22 
31 34 18 30 20 19 29 18 29 17 30 29 34 21 27 19 27 21 31 27 
18 23 26 15 24 17 20 15 25 33 20 30 29 28 24 16 18 29 22 19 
29 34 31 20 31 31 18 17 29 16 25 20 25 22 31 22 29 24 24 30 
