50
40
2
3
50
2
1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 
1 0 0 0 1 0 0 1 0 0 0 0 0 0 1 0 1 1 0 0 1 2 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 1 0 0 0 0 0 2 
0 0 2 1 0 1 0 0 0 0 0 0 0 0 0 0 2 0 1 0 0 0 1 2 3 0 1 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 
0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 1 0 0 0 2 0 
0 0 0 1 1 0 2 0 0 1 2 0 1 0 0 0 0 0 1 0 2 0 2 0 2 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 
1 0 0 1 0 0 0 0 0 1 0 1 0 0 2 0 0 0 0 3 1 0 0 0 0 0 2 0 2 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 1 1 1 0 0 1 
0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 
3 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 2 2 2 0 0 0 1 1 1 0 0 1 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 2 0 0 0 0 1 1 
0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 1 1 2 0 0 0 0 0 0 0 1 0 0 0 0 2 0 0 0 0 0 0 
0 2 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 2 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 
1 0 0 0 1 0 1 0 0 1 2 0 2 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 2 
0 0 1 0 0 0 0 0 0 0 3 1 0 1 1 0 0 0 0 0 0 0 1 0 2 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 2 
2 0 1 1 2 0 0 0 0 0 2 0 0 0 0 0 0 1 0 1 0 0 0 0 0 2 0 0 0 0 1 1 0 0 0 0 0 0 0 1 0 2 0 1 0 1 3 0 1 0 
0 0 0 0 1 0 0 3 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 3 1 0 0 0 1 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 0 0 0 0 0 0 0 3 0 0 2 1 0 0 0 0 2 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 1 
0 1 0 0 0 0 0 0 2 0 3 0 0 0 2 0 0 3 0 0 1 0 0 0 2 0 0 0 0 2 1 0 0 0 0 2 0 1 0 0 1 1 0 1 0 0 0 1 0 3 
0 0 0 1 0 0 0 0 0 0 0 0 3 0 0 2 0 2 0 1 0 0 0 3 1 0 1 2 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 2 0 0 0 0 0 1 0 0 0 0 0 0 0 2 0 0 0 1 0 0 0 1 1 0 0 2 1 0 0 0 0 0 2 
0 2 2 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 0 1 0 2 0 2 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 
0 0 0 1 0 1 0 0 0 0 2 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 3 0 0 0 0 0 0 1 0 0 0 0 0 0 2 0 1 0 0 0 0 3 
0 2 2 0 2 0 0 0 0 0 1 0 1 0 0 0 0 1 2 0 1 3 0 0 3 0 0 1 0 0 1 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0 2 2 1 0 
0 0 0 0 1 0 0 2 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 2 0 0 
0 0 2 0 0 0 0 0 2 2 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1 1 0 0 2 0 0 0 0 1 0 1 0 2 0 0 0 0 0 2 1 0 0 0 0 0 
0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 1 0 0 0 2 0 0 0 0 0 2 0 0 0 0 0 1 0 0 0 1 2 0 0 0 0 0 1 0 1 0 0 
30 9 42 18 34 28 41 15 10 21 20 25 38 21 15 42 40 17 27 38 13 45 24 29 36 18 23 16 17 30 12 43 20 10 36 25 27 9 45 20 41 38 32 43 21 45 10 14 43 42 
1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 
1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 
19 33 15 27 35 25 29 30 14 19 12 14 21 27 34 15 35 45 38 28 24 35 23 13 38 12 11 32 12 41 16 32 45 44 44 22 33 12 43 27 21 12 33 41 42 11 34 11 27 38 
1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 
17 18 25 11 45 21 24 26 30 14 43 21 28 33 45 20 10 29 23 19 29 35 25 14 20 9 36 20 14 21 12 26 30 11 37 24 36 21 31 42 43 32 19 11 15 45 35 24 18 29 
1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 
1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 
1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 
13 25 35 26 14 36 37 14 23 23 27 36 40 14 15 12 14 18 14 35 15 10 39 21 31 10 17 38 38 41 31 45 30 22 16 15 43 20 37 12 23 31 19 43 15 32 35 37 34 43 
1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 
34 25 26 45 29 29 36 27 16 34 24 32 11 9 41 43 36 30 37 19 15 40 45 44 44 18 29 15 26 11 14 11 13 10 23 39 32 11 36 11 36 21 20 23 12 36 45 14 25 16 
42 21 42 22 33 41 42 15 34 10 35 45 21 31 41 37 32 23 24 26 22 34 43 30 33 42 42 16 14 39 28 32 19 39 12 23 36 39 32 11 25 24 26 12 18 17 22 33 23 27 
37 38 24 23 31 28 36 41 12 24 11 27 32 35 32 31 36 15 22 11 35 27 40 9 32 36 12 22 41 24 17 38 10 37 17 31 23 29 18 41 16 10 30 17 39 28 28 11 10 32 
1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 
44 22 12 44 20 37 9 42 33 22 17 39 28 23 24 19 29 43 16 31 9 18 35 24 23 44 32 36 9 31 15 27 17 23 39 28 16 41 43 23 15 31 37 34 20 38 22 25 42 36 
1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 
23 25 44 42 43 35 17 32 37 15 16 11 16 38 29 13 45 39 23 18 40 34 36 38 45 35 19 21 37 22 12 20 36 21 18 40 28 31 15 43 24 31 10 11 38 32 23 40 34 37 
1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 
1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 
1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 
16 12 26 34 41 30 31 18 40 36 13 21 20 12 43 42 32 11 41 41 11 20 28 30 42 45 44 39 17 19 44 36 26 42 39 24 18 42 14 14 26 37 45 45 45 32 36 33 37 19 
1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 
25 10 24 31 19 11 16 44 13 12 42 10 40 29 32 33 17 18 33 45 11 33 45 21 12 40 14 21 15 12 41 26 14 32 11 36 13 17 27 15 44 41 34 36 13 16 37 11 34 29 
12 40 29 16 19 18 33 19 37 22 10 33 34 23 40 16 32 30 32 13 29 10 37 22 30 14 40 12 12 29 9 12 40 13 9 25 19 21 9 42 45 20 26 42 12 32 39 35 28 39 
1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 
30 37 18 30 15 19 24 27 10 19 17 27 39 40 16 41 19 44 42 41 28 20 38 22 14 28 19 38 31 28 39 45 10 16 37 27 22 22 30 30 24 10 40 45 18 36 18 42 44 26 
1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 
40 22 33 14 9 10 28 25 42 37 44 31 9 32 21 10 26 26 20 41 42 11 24 44 41 40 15 30 29 13 18 15 14 41 21 34 16 9 36 19 11 28 28 36 25 22 37 39 16 38 
33 12 36 16 40 11 16 16 17 45 28 35 16 28 38 16 35 44 31 31 31 19 19 38 32 19 42 26 9 45 20 12 32 27 40 37 27 41 30 18 38 39 10 40 19 21 34 16 31 39 
1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 
1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 
19 9 30 17 35 35 21 38 27 45 40 27 18 31 14 28 26 33 34 17 20 19 39 34 17 29 23 28 18 35 35 42 13 27 17 20 26 45 35 26 15 43 36 35 20 16 39 22 38 21 
1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 
13 16 45 14 37 34 32 23 26 29 44 15 12 32 13 44 39 32 18 15 26 21 41 37 35 27 44 40 42 25 30 45 25 43 10 35 18 36 35 35 20 18 38 34 23 19 36 23 27 17 
39 31 21 33 15 36 42 29 22 9 16 33 23 9 45 10 27 21 9 41 12 11 32 22 24 22 40 17 43 27 33 38 17 43 11 18 22 22 34 29 35 32 40 21 11 17 15 29 43 19 
44 23 16 32 40 30 34 24 34 19 20 18 26 34 41 23 29 39 16 14 40 36 26 34 19 37 21 23 15 35 24 32 45 36 16 38 24 33 29 40 30 33 37 9 34 9 38 17 41 43 
21 39 12 20 43 30 17 24 15 32 15 43 29 30 34 45 42 16 26 40 38 17 35 37 13 28 9 15 26 11 10 38 23 15 45 42 40 17 31 18 29 11 38 43 9 10 25 25 18 28 
44 36 33 10 18 16 20 27 22 27 9 10 39 28 18 10 24 12 15 27 26 10 24 29 40 44 45 18 32 23 28 20 19 36 18 32 21 29 36 41 14 29 30 36 27 45 24 26 30 9 
17 43 12 29 12 22 32 12 37 35 13 41 35 21 19 45 35 36 42 16 38 12 25 18 21 26 33 23 28 15 44 14 44 15 35 13 33 33 22 41 27 32 27 25 34 24 15 18 26 41 
26 32 29 25 15 29 29 31 34 18 23 21 20 26 35 24 23 24 17 19 18 26 22 35 17 32 27 32 34 21 28 17 16 27 35 27 29 26 21 23 16 19 21 27 24 19 25 30 28 33 
26 27 25 24 15 31 33 32 29 27 18 21 19 18 33 22 26 15 34 15 20 32 32 21 34 27 30 25 22 25 32 16 23 29 35 20 22 33 23 29 15 27 33 20 30 29 18 15 34 28 
35 22 29 15 19 26 25 34 34 35 28 35 30 34 17 15 29 24 25 26 31 33 27 22 17 16 22 16 15 30 28 16 30 23 15 26 28 31 34 31 24 33 27 15 29 19 24 18 33 17 
29 16 16 19 28 21 31 35 19 31 19 35 18 34 17 34 19 34 32 24 29 21 23 24 31 20 33 15 21 32 34 17 32 21 25 25 24 23 26 33 31 26 26 25 25 16 27 30 19 26 
15 27 27 17 18 32 29 17 29 27 32 35 24 34 25 27 20 20 25 27 16 23 29 26 34 24 28 25 33 17 35 25 23 18 29 15 15 32 34 23 24 15 30 26 35 17 19 25 25 21 
29 24 28 26 34 18 30 25 23 22 21 25 22 27 15 19 24 18 28 23 17 18 22 23 25 23 31 29 31 28 18 22 32 22 21 29 31 22 33 19 35 20 24 15 26 31 26 26 31 15 
1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 
27 15 28 27 27 29 18 30 20 18 34 22 31 25 17 27 34 29 16 35 17 16 17 20 25 28 32 17 32 33 18 25 17 31 28 17 21 33 16 30 31 27 19 15 18 20 18 31 19 33 
24 21 30 20 17 21 29 30 22 26 22 32 23 24 22 26 32 29 35 28 32 17 28 17 15 31 24 29 35 21 21 25 30 21 24 30 35 24 19 30 20 20 28 31 26 15 21 35 16 35 
33 22 23 18 26 17 30 29 31 21 24 19 15 32 22 18 16 24 15 24 15 28 29 28 29 28 16 32 26 35 26 30 32 25 23 24 31 26 26 21 18 18 18 32 26 18 28 34 33 19 
22 31 17 27 27 20 33 15 30 20 24 17 30 26 23 30 29 18 16 22 28 33 16 32 22 28 27 25 19 24 21 16 22 15 21 27 31 27 17 33 28 23 19 21 32 21 24 22 32 18 
1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 
34 24 21 28 33 15 23 22 25 30 31 18 32 31 31 26 23 34 24 28 35 19 33 22 35 25 29 28 16 24 19 30 24 27 30 28 23 18 30 32 23 17 34 31 17 29 18 15 33 33 
19 26 26 16 35 17 34 27 25 32 34 31 24 28 21 34 19 33 26 31 15 25 29 30 26 28 28 17 18 15 18 15 24 19 31 28 32 29 25 35 21 31 34 23 28 18 23 18 23 27 
32 20 24 34 31 31 31 32 24 22 33 27 34 15 34 23 19 27 32 28 35 17 20 23 32 32 20 23 29 16 16 23 28 25 18 32 25 31 16 32 22 32 31 31 30 25 27 28 35 21 
22 32 32 18 26 20 22 27 20 32 28 27 20 19 16 19 23 21 15 35 31 19 24 17 27 35 18 35 26 24 21 29 20 28 34 30 25 30 20 23 31 16 16 30 34 23 19 18 16 21 
27 34 28 32 20 35 19 19 16 20 27 31 26 33 30 35 15 19 32 21 25 33 27 34 32 29 23 19 19 19 18 22 21 23 25 19 35 33 35 23 17 15 16 24 25 15 22 31 34 25 
22 26 30 20 35 17 32 27 17 23 27 27 19 24 31 26 27 20 21 23 33 34 23 18 18 30 31 20 26 16 17 24 31 16 31 35 26 29 16 16 17 30 35 16 22 33 33 22 31 22 
26 25 23 35 26 23 21 20 35 18 33 24 20 21 28 32 24 28 22 25 22 29 23 30 25 32 32 24 22 28 28 34 29 18 32 22 22 22 32 33 34 31 22 21 31 35 21 30 18 23 
15 31 27 34 28 26 29 16 31 19 23 33 17 34 34 30 21 20 27 30 18 28 24 19 23 19 21 29 16 22 32 15 27 17 22 20 24 26 16 29 31 23 32 29 21 30 30 30 25 29 
31 30 17 24 15 19 16 20 26 17 27 18 26 32 35 17 18 19 15 31 35 26 18 27 27 20 29 20 23 21 22 17 35 23 15 22 29 22 17 34 23 30 17 34 26 21 27 33 22 30 
29 25 24 21 24 30 29 16 33 22 30 31 18 32 22 29 21 23 32 21 28 15 26 24 19 20 16 17 15 35 18 19 33 23 22 23 33 18 26 33 33 22 25 19 21 18 19 35 15 35 
32 35 21 28 16 19 31 21 16 27 19 19 21 30 15 22 24 28 20 20 20 18 28 24 18 16 21 29 35 18 15 34 17 32 25 32 34 35 24 24 16 22 21 34 23 20 30 27 19 24 
34 21 20 23 26 28 34 20 17 22 25 30 17 34 21 22 24 24 30 19 20 33 31 24 27 34 18 16 19 34 35 28 33 29 30 21 28 26 26 24 34 33 23 27 35 32 15 32 28 21 
1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 
20 29 18 22 28 30 23 31 35 25 27 32 28 26 30 30 17 18 21 27 19 26 18 28 35 20 29 26 24 27 22 24 35 22 28 24 32 15 17 31 27 16 17 17 23 21 28 33 33 19 
20 22 34 27 27 27 25 16 19 35 34 32 21 16 24 25 26 20 26 24 32 21 27 19 33 18 15 28 15 17 15 23 18 30 33 28 27 25 17 17 19 24 24 16 32 15 27 30 33 33 
16 35 27 22 26 35 15 30 18 22 22 28 19 17 24 15 27 17 28 26 31 24 20 22 24 33 18 34 19 35 35 31 20 35 17 27 28 32 16 35 31 35 18 17 34 27 17 16 25 26 
18 33 34 22 17 28 33 15 32 29 31 22 28 24 20 20 30 20 24 22 20 15 35 15 20 16 25 15 19 20 25 20 30 17 27 19 21 16 25 24 18 32 35 22 24 32 30 28 27 17 
29 25 20 35 17 23 24 30 15 34 23 15 33 35 21 35 19 17 20 31 24 19 35 34 24 16 27 16 25 24 16 18 18 17 29 16 18 31 27 35 27 25 15 21 19 19 30 22 33 33 
17 34 33 28 17 19 23 28 23 27 25 29 31 17 17 27 35 24 33 18 34 19 27 29 21 21 17 34 29 30 15 21 30 24 28 22 26 24 28 30 19 15 28 20 28 20 32 28 20 26 
34 20 33 19 20 29 15 28 22 29 19 15 24 21 16 24 18 34 16 30 30 30 29 27 34 29 15 18 20 18 29 17 32 34 15 30 19 30 18 20 18 18 19 23 31 19 16 34 33 19 
1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 
